State,District,Market,Commodity,Variety,Grade,Arrival_Date,Year,Month,Day,Season,Rainfall_mm,Temperature_C,Humidity_percent,Min_Price,Max_Price,Modal_Price
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,2.8,19.9,41.7,4528.8,4683.4,4619.4
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,1.0,21.6,43.7,4962.4,5114.9,5028.2
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,0.8,22.9,45.8,5375.7,5685.7,5541.3
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,86.9,35.4,65.9,6563.5,6822.4,6714.9
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,51.5,21.4,51.0,5443.1,5663.9,5535.8
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,0.9,30.3,40.6,5395.1,5543.1,5457.6
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,4.1,18.8,41.8,4751.4,5080.4,4919.7
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,19.8,27.4,47.4,5803.4,6043.9,5932.3
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,126.9,34.7,62.9,7177.0,7547.2,7359.6
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,36.4,26.1,51.7,5289.3,5516.4,5437.4
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,155.9,35.5,70.9,7400.6,7709.6,7539.6
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,14.1,17.3,54.4,4821.1,4974.8,4913.8
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,5.9,23.4,45.3,6193.7,6382.9,6290.5
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,230.3,36.4,79.4,8037.4,8251.3,8132.1
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,54.0,22.4,54.7,5045.0,5241.0,5148.1
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,8.8,29.8,43.4,5458.4,5712.4,5571.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,6.8,21.7,45.9,5816.3,6057.7,5935.1
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,4.5,21.7,47.8,6587.7,6747.8,6673.7
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,245.2,33.8,84.8,8775.9,9050.3,8935.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,29.8,20.6,48.9,6108.7,6339.9,6253.3
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,2.9,29.7,40.3,6636.5,6813.1,6736.3
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,16.3,16.1,49.8,5642.9,5938.7,5791.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,14.9,25.9,43.9,6685.3,6887.4,6762.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,97.5,37.0,57.8,8092.8,8436.0,8256.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,37.1,26.7,47.3,6335.9,6620.8,6496.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,232.8,30.2,79.7,8427.5,8684.7,8542.1
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,180.1,35.3,73.8,8646.0,9011.8,8862.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,5.9,23.0,47.8,5740.8,6065.4,5875.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,19.5,20.5,56.0,5285.3,5548.2,5392.6
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,10.9,22.4,49.7,7086.7,7280.7,7195.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,179.1,36.1,75.8,8999.6,9247.9,9114.8
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,41.9,22.5,47.6,6062.9,6268.7,6163.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,19.8,32.0,48.4,6676.8,7020.0,6852.3
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,8.8,20.0,45.9,5589.4,5874.9,5758.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,14.5,28.5,48.0,6580.9,6942.7,6768.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,151.1,33.8,68.5,9103.3,9389.5,9242.7
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,73.9,25.4,58.2,6357.1,6508.8,6419.5
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,168.9,31.8,68.1,8402.2,8649.0,8516.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,152.7,33.1,74.4,8806.2,9194.8,9018.4
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,4.9,21.8,47.6,5605.7,5856.2,5746.6
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,11.4,20.3,47.0,5798.3,5945.5,5885.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,2.9,24.5,49.6,6223.4,6576.0,6389.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,211.9,35.0,73.1,9129.0,9321.6,9222.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,24.7,23.5,48.6,5907.1,6313.9,6140.4
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,14.0,31.2,48.7,6755.5,7038.0,6920.5
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,5.8,19.3,46.7,5407.6,5666.0,5536.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,8.5,27.4,48.5,6313.5,6501.8,6416.6
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,207.6,39.4,79.3,8605.4,8762.4,8691.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,47.0,27.4,52.2,6244.6,6442.6,6343.8
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,100.6,30.2,57.2,7703.3,7998.7,7841.7
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,158.5,32.8,67.3,8354.2,8561.5,8440.1
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,5.9,19.9,47.7,5458.3,5757.0,5584.1
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,4.1,20.1,44.1,5436.2,5757.8,5633.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,2.1,23.2,48.0,6651.4,6875.5,6749.6
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,81.7,34.8,59.7,7527.2,7762.0,7637.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,29.8,22.0,50.4,5890.9,6273.4,6073.2
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,7.4,31.6,46.2,6140.6,6426.3,6298.7
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,9.4,20.3,45.2,5703.9,5909.3,5809.1
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,4.4,26.7,41.9,6463.4,6784.6,6619.3
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,102.5,35.5,64.4,8020.8,8321.0,8184.8
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,45.5,28.5,51.7,6014.3,6321.6,6184.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,80.1,33.1,56.2,7717.3,7919.8,7808.4
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,11.0,19.7,44.4,5613.2,5881.8,5774.3
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,1.8,23.9,45.7,6463.2,6719.5,6588.9
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,83.9,36.8,60.9,8256.2,8489.0,8386.1
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,64.4,24.5,56.8,6300.5,6502.5,6410.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,15.7,32.5,46.0,6969.5,7183.0,7073.4
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,5.6,18.7,48.0,5449.8,5701.2,5562.3
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,8.5,22.9,48.2,6850.9,6991.2,6920.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,105.5,35.4,57.1,7728.6,8078.6,7887.9
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,26.1,22.2,48.6,6129.9,6311.3,6226.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,5.7,31.3,46.2,6732.9,6901.0,6815.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,0.6,19.4,49.0,5921.6,6306.0,6102.8
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,3.5,25.7,45.4,6008.2,6321.8,6175.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,248.8,37.0,85.5,9434.8,9746.0,9570.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,74.4,26.7,54.5,5650.9,5929.9,5758.4
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,204.8,29.3,80.8,8929.8,9127.6,9028.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,103.2,34.6,61.5,7466.2,7804.0,7651.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,2.8,18.4,46.6,5301.8,5566.0,5403.2
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,13.7,21.0,43.7,5581.4,5808.0,5691.2
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,11.9,24.1,47.3,6558.4,6909.0,6759.9
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,104.7,34.0,59.6,7057.7,7260.3,7157.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,71.1,23.8,55.3,6393.5,6621.1,6508.8
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,12.6,31.2,47.4,6749.2,6923.9,6825.8
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,17.7,17.4,47.0,5854.7,5990.0,5933.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,19.7,28.7,48.5,6302.9,6711.9,6504.5
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,90.3,35.2,62.8,8266.5,8460.6,8388.9
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,53.1,24.9,49.9,6555.2,6801.4,6699.7
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,223.2,29.8,80.0,8421.0,8704.2,8555.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,194.1,35.6,72.7,9247.0,9462.9,9356.3
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,6.6,18.4,40.5,5707.4,5942.0,5800.8
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,17.6,19.9,47.8,6112.4,6289.7,6194.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,4.3,23.5,51.0,6631.3,6913.2,6768.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,82.7,36.5,58.3,7742.5,7914.3,7842.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,21.3,21.3,49.2,6220.7,6411.9,6334.3
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,18.1,31.3,45.8,6498.7,6640.6,6572.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,0.5,19.5,48.6,5719.6,5984.3,5887.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,0.6,25.1,42.1,6327.3,6590.3,6454.5
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,110.3,34.1,60.2,8422.4,8615.1,8510.8
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,32.3,27.3,55.8,5971.6,6185.7,6106.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,169.1,31.6,68.8,9130.3,9382.0,9237.9
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,217.9,33.6,79.5,9114.0,9404.3,9251.5
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,6.2,17.2,42.9,5862.2,6094.3,5958.2
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,3.1,16.3,44.0,5319.7,5528.7,5423.8
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,11.4,24.8,46.4,6620.1,6867.0,6764.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,96.6,32.9,56.7,7639.7,7958.6,7833.3
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,39.9,21.2,49.3,5908.7,6068.2,5974.2
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,4.0,31.4,44.6,6362.6,6670.6,6515.9
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,2.1,19.0,48.7,5658.6,6048.8,5848.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,14.9,25.7,51.1,6693.8,6976.0,6841.9
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,125.6,35.6,66.4,8999.4,9125.8,9065.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,55.2,24.6,58.2,6261.2,6572.0,6422.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,163.9,33.5,68.7,7903.9,8064.6,7965.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,14.7,15.6,55.5,5495.3,5798.0,5634.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,12.7,24.1,43.6,6646.4,6852.1,6773.6
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,101.1,32.3,64.7,8310.0,8593.9,8428.1
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,61.3,20.7,54.1,5956.6,6194.9,6062.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,10.6,30.8,48.1,6641.3,6837.9,6719.3
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,8.3,19.6,43.6,6395.7,6634.3,6507.1
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,5.0,24.5,46.4,8365.6,8557.7,8465.3
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,160.7,35.7,72.3,10192.2,10476.4,10345.8
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,58.0,21.4,51.6,6593.0,6853.7,6733.1
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,10.6,31.0,41.2,7740.3,8066.9,7892.9
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,4.8,18.9,40.1,6606.9,6806.0,6685.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,7.7,27.4,43.3,7489.6,7768.8,7595.1
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,122.0,33.6,67.0,9958.4,10161.1,10059.4
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,76.8,27.0,58.2,7633.7,7869.8,7747.9
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,116.5,30.7,60.2,9842.4,10142.6,9972.7
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,237.1,33.9,82.1,10179.9,10391.3,10288.1
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,2.3,23.2,41.3,6612.6,6778.4,6699.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,4.8,18.1,48.7,6699.6,6894.7,6792.8
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,14.1,23.4,43.9,7582.4,7843.6,7717.2
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,224.9,34.8,85.5,11493.7,11832.6,11669.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,72.4,22.0,53.7,7723.1,7989.4,7847.4
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,0.1,30.1,44.4,7782.8,8055.5,7895.9
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,2.5,21.2,43.1,6746.3,7058.1,6903.6
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,13.3,27.5,47.6,7788.5,8039.1,7898.2
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,213.3,32.8,80.0,11077.0,11352.8,11219.4
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,25.4,26.0,52.3,6746.4,7014.3,6870.5
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,101.3,30.9,62.4,9809.5,10097.9,9989.5
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,108.4,34.9,63.4,10009.5,10211.3,10131.0
